AircraftName,VariantName,Range
Skyward Beacon,B-36,5327.85
Axiom Glide,LR-14,7552.13
Axiom Glide,Max-4,7053.55
Axiom Glide,B-6,653.47
Axiom Glide,Neo-78,7192.38
Helios Drift,Neo-5,2518.89
Helios Drift,B-55,7968.68
Helios Drift,100-98,2678.05
Helios Drift,Max-40,3774.26
Nebula Surge,100-34,3669.71
Nebula Surge,A-63,1938.93
Nebula Surge,200-8,865.76
Nebula Surge,Max-1,5296.3
Stratos Wave,B-71,5932.41
Stratos Wave,ER-66,1790.69
Stratos Wave,A-50,3666.86
Stratos Wave,Neo-69,6095.92
Astra Flare,Neo-13,2805.28
Astra Flare,A-89,7312.64
Astra Flare,B-24,3001.68
Astra Flare,Neo-83,1593.24
Falcon Mist,A-59,1057.73
Falcon Mist,Neo-91,6278.94
Falcon Mist,100-9,2979.93
Falcon Mist,200-79,1271.84
Thunderstorm,LR-50,7133.89
Thunderstorm,ER-54,1460.85
Thunderstorm,Max-63,6965.02
Thunderstorm,ER-62,1785.97
Valkyrie Crown,Max-6,4364.79
Valkyrie Crown,100-98,1467.08
Valkyrie Crown,A-66,983.66
Valkyrie Crown,B-2,6650.21
Specter Ghost,A-27,6671.3
Specter Ghost,A-95,1962.68
Specter Ghost,LR-24,2801.2
Specter Ghost,100-4,1049.71
Nighthawk Ember,Mk.I-89,7007.61
Nighthawk Ember,B-49,6123.72
Nighthawk Ember,Mk.I-56,7129.19
Nighthawk Ember,A-40,1411.93
Coyote Surge,ER-58,6591.98
Coyote Surge,B-88,1734.91
Coyote Surge,LR-96,7818.82
Coyote Surge,LR-53,7062.81
Eagle Radiance,ER-22,7906.89
Eagle Radiance,100-23,5234.46
Eagle Radiance,100-36,2161.33
Eagle Radiance,100-14,2688.48
Phoenix Ember,200-62,6026.43
Phoenix Ember,200-89,4839.08
Phoenix Ember,100-94,2437.77
Phoenix Ember,200-37,5613.37
Griffin Radiant,Neo-61,4314.43
Griffin Radiant,B-89,1515.07
Griffin Radiant,ER-1,1596.1
Griffin Radiant,Max-33,3831.56
Hawkwing Aurora,Max-11,6246.38
Hawkwing Aurora,A-30,3150.51
Hawkwing Aurora,Max-57,7772.38
Hawkwing Aurora,Mk.I-67,3700.2
AeroVista X1,B-6,5006.35
AeroVista X1,200-12,6943.02
AeroVista X1,Max-64,1080.41
AeroVista X1,Max-9,7347.56
SkyRanger 500,B-80,2887.35
SkyRanger 500,200-39,4799.88
SkyRanger 500,B-71,2218.2
SkyRanger 500,A-23,1858.67
Nimbus Aether,200-35,7400.76
Nimbus Aether,Neo-68,4582.63
Nimbus Aether,100-56,885.8
Nimbus Aether,Mk.I-26,782.8
Eagle's Wing,Neo-79,979.89
Eagle's Wing,LR-98,7168.32
Eagle's Wing,LR-43,7353.1
Eagle's Wing,B-98,5557.33
Thunderbolt Mk. IV,200-64,4587.72
Thunderbolt Mk. IV,LR-57,7654.69
Thunderbolt Mk. IV,LR-95,1712.43
Thunderbolt Mk. IV,LR-7,3687.25
Aurora Explorer,Max-25,5594.59
Aurora Explorer,Neo-23,2797.53
Aurora Explorer,B-27,6402.93
Aurora Explorer,A-96,3447.54
Zephyr Vortex,LR-74,2091.31
Zephyr Vortex,ER-37,7518.35
Zephyr Vortex,Max-92,2510.58
Zephyr Vortex,200-38,7729.88
Valkyrie Guardian,200-47,1446.39
Valkyrie Guardian,B-49,4461.98
Valkyrie Guardian,100-98,592.12
Valkyrie Guardian,Max-17,3583.95
Mirage Veil,Mk.I-38,645.76
Mirage Veil,Mk.I-3,4256.75
Mirage Veil,Mk.I-96,1823.68
Mirage Veil,Mk.I-74,1328.91
Starlight Cruiser,LR-38,7215.76
Starlight Cruiser,Mk.I-53,4813.57
Starlight Cruiser,A-12,4846.03
Starlight Cruiser,200-27,4292.45
Nebula Navigator,Mk.I-11,4076.15
Nebula Navigator,200-84,1605.58
Nebula Navigator,ER-40,3456.17
Nebula Navigator,ER-48,3648.03
Vortex Storm,B-22,2465.98
Vortex Storm,B-80,2683.25
Vortex Storm,B-19,5040.7
Vortex Storm,A-95,5358.3
Crimson Comet,A-40,754.66
Crimson Comet,100-37,3760.58
Crimson Comet,ER-13,1618.93
Crimson Comet,200-10,4559.16
Golden Eagle,Mk.I-65,4524.27
Golden Eagle,A-57,1263.93
Golden Eagle,A-9,4541.55
Golden Eagle,ER-60,3566.3
Silver Falcon,100-65,986.98
Silver Falcon,Neo-52,642.96
Silver Falcon,100-84,1936.18
Silver Falcon,B-23,2821.16
Quantum Leap,LR-50,6028.66
Quantum Leap,100-76,1860.48
Quantum Leap,Mk.I-8,7059.66
Quantum Leap,LR-60,3017.64
Horizon Chaser,B-40,7498.33
Horizon Chaser,B-98,6091.55
Horizon Chaser,Neo-97,3187.75
Horizon Chaser,LR-17,5476.92
Aurora Borealis,Max-1,4963.15
Aurora Borealis,Neo-85,6731.45
Aurora Borealis,ER-83,2507.5
Aurora Borealis,200-81,4245.77
Eclipse Guardian,200-14,6849.17
Eclipse Guardian,200-17,2809.45
Eclipse Guardian,Max-4,3077.89
Eclipse Guardian,100-80,3682.79
Cosmic Voyager,ER-97,3071.26
Cosmic Voyager,A-60,2872.48
Cosmic Voyager,Mk.I-24,5451.95
Cosmic Voyager,Neo-46,4726.23
Mystic Flight,100-85,7612.92
Mystic Flight,A-52,3689.94
Mystic Flight,B-98,1306.5
Mystic Flight,100-83,7867.15
Titanium Storm,ER-95,3081.19
Titanium Storm,200-77,2647.32
Titanium Storm,Mk.I-3,960.33
Titanium Storm,200-47,4383.37
Nebula Star,200-57,2973.56
Nebula Star,LR-57,1321.83
Nebula Star,B-42,3867.83
Nebula Star,ER-76,7793.3
Iron Eagle,A-38,1078.38
Iron Eagle,Mk.I-89,1130.35
Iron Eagle,B-38,1650.08
Iron Eagle,ER-66,5481.61
Dawn Patrol,B-5,5131.21
Dawn Patrol,Neo-1,4939.81
Dawn Patrol,Mk.I-57,7524.95
Dawn Patrol,200-11,596.87
Aurora Borealis II,Mk.I-7,5191.59
Aurora Borealis II,100-69,4286.61
Aurora Borealis II,ER-80,6497.63
Aurora Borealis II,ER-39,7964.93
Stardust Cruiser,A-19,3358.29
Stardust Cruiser,200-70,4861.54
Stardust Cruiser,LR-33,3069.09
Stardust Cruiser,Neo-47,5433.34
Nebula Drifter,Neo-88,6037.02
Nebula Drifter,LR-55,2683.11
Nebula Drifter,200-81,1234.66
Nebula Drifter,A-43,5100.63
Cosmic Waver,100-92,6096.55
Cosmic Waver,200-33,2692.23
Cosmic Waver,Neo-83,3896.33
Cosmic Waver,Mk.I-92,7382.75
Aetherion,200-43,6437.81
Aetherion,Max-5,2991.94
Aetherion,LR-32,5098.03
Aetherion,Max-54,5393.17
Valkyrie Majesty,LR-33,4680.3
Valkyrie Majesty,200-71,7205.29
Valkyrie Majesty,Neo-83,5407.72
Valkyrie Majesty,LR-69,6622.73
Phoenix Reborn,B-42,7258.39
Phoenix Reborn,100-44,6672.2
Phoenix Reborn,Neo-97,1830.31
Phoenix Reborn,A-60,4538.25
Mirage Illusion,200-68,3655.0
Mirage Illusion,B-34,3905.92
Mirage Illusion,A-81,801.14
Mirage Illusion,A-56,3012.42
Zephyr Whisper,200-99,4594.49
Zephyr Whisper,Max-26,3848.81
Zephyr Whisper,A-54,3464.03
Zephyr Whisper,200-15,2957.16
Thunderbolt VII,200-97,6150.1
Thunderbolt VII,A-43,4359.53
Thunderbolt VII,Max-9,6237.38
Thunderbolt VII,A-54,6449.55
Silver Sky,Max-76,3431.49
Silver Sky,A-17,1571.19
Silver Sky,Neo-93,1587.43
Silver Sky,B-19,2091.74
Golden Horizon,LR-43,4235.55
Golden Horizon,Neo-85,5675.61
Golden Horizon,Max-56,2330.08
Golden Horizon,A-86,4389.31
Quantum Pulse,Max-74,2316.16
Quantum Pulse,100-45,4050.95
Quantum Pulse,200-8,621.32
Quantum Pulse,200-3,7553.89
Horizon Mist,B-2,3307.92
Horizon Mist,Neo-32,3120.29
Horizon Mist,Mk.I-94,4660.75
Horizon Mist,100-51,835.35
Starlight Beacon,ER-1,1181.06
Starlight Beacon,LR-73,3858.55
Starlight Beacon,B-49,7751.84
Starlight Beacon,100-46,6931.39
Nebula Dream,A-86,3002.32
Nebula Dream,Max-18,6855.53
Nebula Dream,Neo-52,1471.05
Nebula Dream,Mk.I-53,2993.5
Vortex Echo,ER-83,4316.79
Vortex Echo,100-20,6539.47
Vortex Echo,LR-53,5168.02
Vortex Echo,A-95,4573.86
Crimson Sky,A-36,1076.57
Crimson Sky,Max-32,3901.31
Crimson Sky,A-95,2486.02
Crimson Sky,200-45,1238.61
Golden Horizon II,Neo-56,5336.59
Golden Horizon II,B-5,5956.8
Golden Horizon II,B-77,3006.6
Golden Horizon II,Max-9,3308.2
Iron Falcon,Mk.I-38,3978.92
Iron Falcon,200-63,1678.57
Iron Falcon,200-45,3487.44
Iron Falcon,LR-35,657.62
Dawn Chaser,B-22,6481.61
Dawn Chaser,B-96,2544.21
Dawn Chaser,LR-67,4579.57
Dawn Chaser,A-11,2521.98
Aurora Borealis III,B-77,3012.75
Aurora Borealis III,Neo-52,5554.58
Aurora Borealis III,100-53,585.66
Aurora Borealis III,Max-62,5118.72
Eclipse Horizon,100-96,3696.62
Eclipse Horizon,100-25,5774.19
Eclipse Horizon,Mk.I-60,7437.88
Eclipse Horizon,ER-16,5411.56
Cosmic Pulse II,B-87,5661.36
Cosmic Pulse II,Max-73,1363.31
Cosmic Pulse II,Max-42,1079.15
Cosmic Pulse II,200-24,917.98
Mystic Voyager,Neo-47,3389.91
Mystic Voyager,B-55,982.68
Mystic Voyager,100-13,2215.38
Mystic Voyager,200-39,4298.0
Titanium Eagle,Neo-85,6873.63
Titanium Eagle,B-98,6505.69
Titanium Eagle,A-23,3897.71
Titanium Eagle,ER-12,1083.39
Nebula Stalker,Neo-35,4616.5
Nebula Stalker,200-84,3078.3
Nebula Stalker,Max-95,5654.01
Nebula Stalker,B-62,2757.37
Stardust Voyager,Neo-69,5241.97
Stardust Voyager,100-21,553.24
Stardust Voyager,ER-97,1234.74
Stardust Voyager,B-43,701.34
Quantum Mirage,B-45,584.22
Quantum Mirage,200-68,3132.8
Quantum Mirage,ER-1,3413.11
Quantum Mirage,ER-8,3880.09
Horizon Voyager,ER-97,2114.76
Horizon Voyager,Mk.I-43,900.63
Horizon Voyager,Neo-97,4604.25
Horizon Voyager,Neo-16,6279.6
Aetherion II,100-4,6190.52
Aetherion II,B-13,5856.45
Aetherion II,B-44,2852.93
Aetherion II,B-68,4808.85
Valkyrie Storm,100-94,4607.35
Valkyrie Storm,Max-52,1212.49
Valkyrie Storm,B-62,3046.8
Valkyrie Storm,Max-3,3572.35
Phoenix Guardian,Mk.I-88,7372.9
Phoenix Guardian,A-27,5815.8
Phoenix Guardian,Mk.I-46,2827.1
Phoenix Guardian,A-18,6659.4
Mirage Drifter,Mk.I-45,7463.83
Mirage Drifter,100-76,6168.81
Mirage Drifter,200-11,5236.54
Mirage Drifter,200-83,7762.14
Zephyr Echo,B-26,2887.09
Zephyr Echo,100-54,7283.47
Zephyr Echo,LR-17,2084.86
Zephyr Echo,B-40,2199.58
Thunderbolt IX,Neo-95,7264.04
Thunderbolt IX,200-47,5656.5
Thunderbolt IX,B-60,6914.01
Thunderbolt IX,ER-19,4876.89
Silver Storm,200-37,4274.62
Silver Storm,A-40,7595.3
Silver Storm,100-87,1972.81
Silver Storm,100-37,3747.72
Golden Sky,Max-92,5092.84
Golden Sky,A-47,5550.16
Golden Sky,Mk.I-76,6727.47
Golden Sky,200-25,2716.74
Quantum Horizon,A-87,1152.53
Quantum Horizon,LR-73,643.38
Quantum Horizon,200-76,3667.67
Quantum Horizon,Neo-53,1531.23
Nebula Breaker,ER-64,6030.79
Nebula Breaker,ER-51,586.23
Nebula Breaker,Neo-5,6439.74
Nebula Breaker,Max-52,5379.12
Vortex Dream,Max-63,6716.48
Vortex Dream,Neo-53,675.04
Vortex Dream,Max-44,5599.28
Vortex Dream,Max-88,3632.26
Crimson Horizon,LR-95,1290.21
Crimson Horizon,A-66,4341.82
Crimson Horizon,Mk.I-9,6175.18
Crimson Horizon,100-22,6632.89
Iron Sky,ER-7,5241.71
Iron Sky,Neo-36,7044.26
Iron Sky,Max-52,829.94
Iron Sky,B-49,2165.41
Dawn Falcon,Neo-93,2120.28
Dawn Falcon,A-49,7455.91
Dawn Falcon,LR-33,5197.76
Dawn Falcon,200-77,2244.2
Aurora Mist,B-21,6872.35
Aurora Mist,LR-28,773.11
Aurora Mist,B-69,3205.38
Aurora Mist,Max-43,3420.69
Eclipse Voyager,Mk.I-38,5681.53
Eclipse Voyager,LR-28,5189.86
Eclipse Voyager,ER-60,1921.11
Eclipse Voyager,LR-57,564.91
Cosmic Echo,100-22,6328.94
Cosmic Echo,200-17,3602.13
Cosmic Echo,ER-44,5350.12
Cosmic Echo,ER-77,5346.14
Mystic Horizon,Max-65,1671.35
Mystic Horizon,Mk.I-92,7319.55
Mystic Horizon,Max-37,1226.43
Mystic Horizon,200-91,7706.53
Titanium Sky,200-90,6770.83
Titanium Sky,LR-33,3158.88
Titanium Sky,LR-84,2253.16
Titanium Sky,Max-14,7240.51
Nebula Whisper,B-34,3535.54
Nebula Whisper,Mk.I-55,5794.19
Nebula Whisper,LR-79,3501.0
Nebula Whisper,100-74,6154.32
Stardust Echo,200-64,6115.32
Stardust Echo,ER-64,7922.13
Stardust Echo,Max-25,5271.72
Stardust Echo,Neo-61,1212.67
Quantum Guardian,Max-4,5872.8
Quantum Guardian,Neo-93,4503.6
Quantum Guardian,Mk.I-98,1011.05
Quantum Guardian,200-67,5967.75
Horizon Guard,A-61,4130.96
Horizon Guard,100-27,798.37
Horizon Guard,Neo-10,2199.52
Horizon Guard,200-93,7887.24
Aetherion III,Max-92,6222.23
Aetherion III,Neo-40,2063.26
Aetherion III,A-60,4343.77
Aetherion III,B-13,4573.61
Valkyrie Horizon,Neo-13,6511.32
Valkyrie Horizon,A-47,3509.37
Valkyrie Horizon,Neo-52,3831.38
Valkyrie Horizon,200-42,7364.6
Phoenix Echo,Neo-13,7261.03
Phoenix Echo,Neo-68,3422.24
Phoenix Echo,ER-64,1755.53
Phoenix Echo,100-77,7485.1
Mirage Horizon,ER-12,4664.79
Mirage Horizon,Max-35,628.69
Mirage Horizon,B-81,1403.65
Mirage Horizon,LR-79,1365.84
Zephyr Guardian,200-77,1042.24
Zephyr Guardian,Mk.I-46,4262.34
Zephyr Guardian,A-19,5567.46
Zephyr Guardian,B-11,1434.89
Thunderbolt X,Max-13,1923.13
Thunderbolt X,B-21,1071.72
Thunderbolt X,100-98,5723.55
Thunderbolt X,LR-91,1186.82
Silver Horizon,Neo-47,3800.96
Silver Horizon,200-86,7653.16
Silver Horizon,Neo-32,3085.57
Silver Horizon,LR-53,5833.38
Golden Echo,Mk.I-5,3651.78
Golden Echo,LR-67,6381.01
Golden Echo,A-89,3390.54
Golden Echo,Neo-46,7714.15
Quantum Sky,LR-96,1203.78
Quantum Sky,Max-7,2809.83
Quantum Sky,Mk.I-33,3990.89
Quantum Sky,B-5,7953.35
Nebula Voyager,200-69,2903.24
Nebula Voyager,ER-28,2108.08
Nebula Voyager,Neo-37,4199.48
Nebula Voyager,B-19,5191.73
Vortex Horizon,B-55,1385.11
Vortex Horizon,Max-9,1965.61
Vortex Horizon,ER-82,1152.75
Vortex Horizon,100-23,2307.22
Crimson Guardian,200-93,1675.11
Crimson Guardian,A-26,7513.84
Crimson Guardian,B-77,2704.92
Crimson Guardian,100-33,5584.8
Iron Vortex,ER-62,1905.04
Iron Vortex,B-23,2554.41
Iron Vortex,200-64,7864.3
Iron Vortex,100-42,4244.19
Dawn Echo,Max-62,2902.52
Dawn Echo,Mk.I-5,7468.62
Dawn Echo,Mk.I-26,5912.55
Dawn Echo,B-65,3601.98
Aurora Voyager,B-11,3048.45
Aurora Voyager,100-23,5295.44
Aurora Voyager,B-49,5469.09
Aurora Voyager,Mk.I-95,7021.25
Eclipse Guardian II,A-50,3392.51
Eclipse Guardian II,B-6,1851.0
Eclipse Guardian II,100-26,3641.67
Eclipse Guardian II,A-96,1438.86
Cosmic Sky II,ER-13,3519.88
Cosmic Sky II,200-42,3846.01
Cosmic Sky II,200-77,3937.27
Cosmic Sky II,LR-99,2517.1
Mystic Sky,200-15,5593.57
Mystic Sky,B-70,1482.37
Mystic Sky,Max-54,6391.24
Mystic Sky,B-31,5869.93
Titanium Horizon,200-34,3077.54
Titanium Horizon,Neo-96,2704.69
Titanium Horizon,100-73,2880.88
Titanium Horizon,ER-32,1343.29
Nebula Echo II,Mk.I-56,4020.95
Nebula Echo II,LR-91,584.98
Nebula Echo II,A-61,2764.7
Nebula Echo II,LR-3,2916.34
Stardust Guardian,LR-10,5727.53
Stardust Guardian,Max-7,3510.46
Stardust Guardian,A-47,621.63
Stardust Guardian,200-82,7051.54
Supermarine Spitfire,100-95,2558.68
Supermarine Spitfire,A-92,2599.13
Supermarine Spitfire,LR-91,3697.97
Supermarine Spitfire,Mk.I-94,566.14
Cessna 172,A-63,5087.86
Cessna 172,ER-8,7373.27
Cessna 172,LR-95,2942.67
Cessna 172,Neo-1,3208.8
Lockheed Martin F-35 Lightning II,B-22,3805.51
Lockheed Martin F-35 Lightning II,200-84,3793.69
Lockheed Martin F-35 Lightning II,ER-37,7429.63
Lockheed Martin F-35 Lightning II,ER-95,5724.03
Northrop Grumman B-2 Spirit,Mk.I-88,6749.91
Northrop Grumman B-2 Spirit,Max-74,3733.88
Northrop Grumman B-2 Spirit,LR-91,4640.43
Northrop Grumman B-2 Spirit,Max-57,742.3
Sukhoi Su-35 Flanker,100-82,4555.97
Sukhoi Su-35 Flanker,A-12,6539.67
Sukhoi Su-35 Flanker,B-69,6445.51
Sukhoi Su-35 Flanker,Neo-95,4294.12
Antonov An-225 Mriya,Mk.I-5,1552.84
Antonov An-225 Mriya,ER-37,2259.63
Antonov An-225 Mriya,100-98,3747.74
Antonov An-225 Mriya,Neo-13,1627.6
Lockheed Constellation,B-62,6514.02
Lockheed Constellation,LR-61,5313.94
Lockheed Constellation,200-22,1080.24
Lockheed Constellation,B-89,4793.9
Vickers Valiant,Neo-77,1415.42
Vickers Valiant,200-27,2663.15
Vickers Valiant,B-87,4614.81
Vickers Valiant,ER-48,7957.77
Hawker Hurricane,B-6,4117.74
Hawker Hurricane,Neo-5,1648.66
Hawker Hurricane,Max-87,6496.35
Hawker Hurricane,Neo-40,3480.95
Boeing 737 Classic,B-81,7339.88
Boeing 737 Classic,Neo-35,2636.42
Boeing 737 Classic,100-61,1834.7
Boeing 737 Classic,100-72,6860.94
Airbus A340,ER-67,3646.67
Airbus A340,B-40,4594.29
Airbus A340,A-23,7671.13
Airbus A340,A-86,4072.71
Lockheed L-1011 TriStar,A-35,1215.8
Lockheed L-1011 TriStar,ER-99,1344.6
Lockheed L-1011 TriStar,LR-68,6398.31
Lockheed L-1011 TriStar,B-31,5626.18
Antonov An-124 Ruslan,LR-61,623.76
Antonov An-124 Ruslan,Max-42,3028.66
Antonov An-124 Ruslan,ER-96,6979.68
Antonov An-124 Ruslan,LR-93,5354.3
de Havilland Canada DHC-6 Twin Otter,100-41,4257.82
de Havilland Canada DHC-6 Twin Otter,Max-14,7704.56
de Havilland Canada DHC-6 Twin Otter,A-70,2615.71
de Havilland Canada DHC-6 Twin Otter,LR-99,5330.6
Pilatus PC-12,LR-24,4560.45
Pilatus PC-12,200-19,5274.53
Pilatus PC-12,100-65,1442.2
Pilatus PC-12,LR-95,7303.98
Cessna Citation X,200-3,3686.84
Cessna Citation X,ER-5,2813.16
Cessna Citation X,Max-1,6478.3
Cessna Citation X,200-91,699.19
Beechcraft King Air B200,B-40,5626.31
Beechcraft King Air B200,B-4,3600.56
Beechcraft King Air B200,Max-39,6261.72
Beechcraft King Air B200,B-38,2409.6
Piper PA-28 Cherokee,Max-67,5594.58
Piper PA-28 Cherokee,A-11,6516.99
Piper PA-28 Cherokee,100-14,2270.8
Piper PA-28 Cherokee,B-6,2243.38
Bell 206 JetRanger,100-76,4776.44
Bell 206 JetRanger,100-20,4169.47
Bell 206 JetRanger,B-49,3295.04
Bell 206 JetRanger,ER-80,5978.21
Robinson R44,Max-54,5796.81
Robinson R44,200-62,6589.85
Robinson R44,100-46,839.74
Mooney M20,200-77,3078.9
Mooney M20,A-52,3334.14
Mooney M20,200-3,3514.92
Mooney M20,ER-51,5083.74
Piper PA-18 Super Cub,A-12,3565.43
Piper PA-18 Super Cub,Mk.I-31,7944.9
Piper PA-18 Super Cub,ER-31,7625.02
Piper PA-18 Super Cub,LR-11,2304.16
Grumman F-14 Tomcat,B-27,3057.74
Grumman F-14 Tomcat,Neo-95,4722.38
Grumman F-14 Tomcat,Mk.I-92,1827.91
Grumman F-14 Tomcat,LR-24,6172.33
McDonnell Douglas F-15 Eagle,ER-76,7560.97
McDonnell Douglas F-15 Eagle,ER-89,2804.38
McDonnell Douglas F-15 Eagle,ER-31,2521.09
McDonnell Douglas F-15 Eagle,Max-15,5929.56
Lockheed P-38 Lightning,200-86,3210.19
Lockheed P-38 Lightning,Mk.I-60,7126.45
Lockheed P-38 Lightning,Max-15,6067.63
Lockheed P-38 Lightning,A-17,5849.18
North American P-51 Mustang,Max-11,3328.57
North American P-51 Mustang,100-56,3400.24
North American P-51 Mustang,A-18,4456.18
Supermarine Attacker,200-68,5756.47
Supermarine Attacker,Max-87,7584.8
Supermarine Attacker,A-92,2625.65
Supermarine Attacker,200-84,540.07
Gloster Meteor,Max-11,1898.07
Gloster Meteor,Max-17,4688.58
Gloster Meteor,Neo-61,7493.22
Gloster Meteor,B-40,3189.65
de Havilland Vampire,200-86,7650.68
de Havilland Vampire,200-22,1590.19
de Havilland Vampire,B-62,4610.98
de Havilland Vampire,100-91,4182.67
Saab J 35 Draken,LR-24,765.88
Saab J 35 Draken,Max-64,2308.75
Saab J 35 Draken,ER-12,7669.39
Saab J 35 Draken,Neo-68,2701.86
Saab J 29 Tunnan,B-68,1638.02
Saab J 29 Tunnan,100-87,5467.68
Saab J 29 Tunnan,Max-2,7990.39
Saab J 29 Tunnan,Neo-80,4552.62
Chengdu J-10,A-19,3058.61
Chengdu J-10,ER-6,3571.56
Chengdu J-10,Mk.I-57,5390.6
Chengdu J-10,100-18,3774.23
Mitsubishi F-2,B-38,4536.94
Mitsubishi F-2,B-92,5581.44
Mitsubishi F-2,100-14,4713.15
Mitsubishi F-2,Neo-69,6601.75
HAL Tejas,Neo-93,3669.42
HAL Tejas,200-7,7621.72
HAL Tejas,A-92,1108.49
HAL Tejas,A-49,590.75
KAI KF-21 Boramae,Neo-80,5482.23
KAI KF-21 Boramae,LR-50,5293.48
KAI KF-21 Boramae,Neo-66,2964.31
KAI KF-21 Boramae,100-62,3022.69
Saab JAS 39 Gripen,Max-39,2155.45
Saab JAS 39 Gripen,ER-60,6652.12
Saab JAS 39 Gripen,100-8,1335.13
Saab JAS 39 Gripen,Mk.I-26,3907.61
Rafale M,A-77,2601.48
Rafale M,200-15,5891.95
Rafale M,ER-67,4092.94
Rafale M,B-80,2889.54
Eurofighter EF2000,A-27,2560.2
Eurofighter EF2000,200-24,3897.91
Eurofighter EF2000,100-98,3953.84
Eurofighter EF2000,Neo-23,3847.66
Su-27 Flanker,Max-92,670.97
Su-27 Flanker,LR-84,4109.38
Su-27 Flanker,A-36,4663.92
Su-27 Flanker,Max-14,2607.05
Su-32 'Blitz',B-71,6499.23
Su-32 'Blitz',Mk.I-72,4942.71
Su-32 'Blitz',A-52,5313.4
Su-32 'Blitz',B-44,3473.07
Su-34 'Fullback',A-9,3552.35
Su-34 'Fullback',LR-61,7528.25
Su-34 'Fullback',100-18,7059.85
Su-34 'Fullback',A-95,6987.69
Su-57 Felon,Mk.I-68,2357.76
Su-57 Felon,Max-44,3817.84
Su-57 Felon,A-35,4829.81
Su-57 Felon,A-96,7022.05
Chengdu J-20 Mighty Dragon,200-17,3429.19
Chengdu J-20 Mighty Dragon,LR-40,2462.92
Chengdu J-20 Mighty Dragon,B-31,1324.75
Chengdu J-20 Mighty Dragon,200-8,5855.95
MiG-21 Fishbed,Max-73,6494.98
MiG-21 Fishbed,200-63,1194.13
MiG-21 Fishbed,ER-47,1538.53
MiG-21 Fishbed,Mk.I-67,3630.69
MiG-23 Flogger,ER-35,1795.96
MiG-23 Flogger,Mk.I-9,6187.83
MiG-23 Flogger,Neo-78,792.9
MiG-23 Flogger,ER-44,1506.29
MiG-35 Fulcrum,Neo-83,4105.5
MiG-35 Fulcrum,LR-55,2765.83
MiG-35 Fulcrum,A-96,4808.95
MiG-35 Fulcrum,ER-58,5916.79
Su-24 Fencer,100-77,7252.29
Su-24 Fencer,LR-97,7551.62
Su-24 Fencer,B-36,3759.68
Su-24 Fencer,Neo-18,3664.61
Su-24M Fencer-K,Neo-33,688.38
Su-24M Fencer-K,100-42,2348.32
Su-24M Fencer-K,Mk.I-60,1010.32
Su-24M Fencer-K,Neo-91,6836.22
Tu-142 Bear,Neo-99,774.02
Tu-142 Bear,200-38,1076.1
Tu-142 Bear,Max-51,3812.42
Tu-142 Bear,LR-28,6191.13
Tu-160 Blackjack,Max-29,6667.27
Tu-160 Blackjack,Neo-29,6260.22
Tu-160 Blackjack,Neo-70,4555.72
Tu-160 Blackjack,100-87,7913.66
Tu-95 Bear,ER-54,4571.54
Tu-95 Bear,ER-39,2298.83
Tu-95 Bear,100-76,1535.9
Tu-95 Bear,Max-63,2818.79
Tu-22M Blinder,200-8,1782.54
Tu-22M Blinder,Neo-11,6591.49
Tu-22M Blinder,100-58,669.49
Tu-22M Blinder,Max-80,7824.72
Il-62 LL-62,B-4,868.41
Il-62 LL-62,Mk.I-33,5586.47
Il-62 LL-62,100-29,6067.3
Il-62 LL-62,A-54,2363.49
Il-86 Candid,200-65,5956.77
Il-86 Candid,200-27,7720.79
Il-86 Candid,100-21,6061.95
Il-86 Candid,Neo-30,6262.18
Il-96 Titular,Neo-89,7812.71
Il-96 Titular,LR-87,7309.52
Il-96 Titular,100-58,5217.48
Il-96 Titular,B-2,4666.18
Airbus A350 XWB,Max-37,4296.72
Airbus A350 XWB,Neo-63,6181.26
Airbus A350 XWB,LR-98,4200.45
Airbus A350 XWB,A-10,5312.36
Boeing 767,ER-67,4152.83
Boeing 767,Max-7,3485.11
Boeing 767,200-68,1654.47
Boeing 767,Neo-96,843.88
Boeing 757,ER-13,573.18
Boeing 757,ER-40,5959.01
Boeing 757,ER-44,7280.64
Boeing 757,LR-14,6203.33
Boeing 727,200-1,5040.51
Boeing 727,LR-53,6555.93
Boeing 727,A-25,4780.85
Boeing 727,ER-31,4446.17
Boeing 717,A-25,5335.64
Boeing 717,Max-10,5130.27
Boeing 717,A-33,6889.46
Airbus A330,Max-80,1171.11
Airbus A330,B-31,5515.03
Airbus A330,Mk.I-71,7053.41
Airbus A330,Mk.I-72,1788.22
Airbus A360,100-83,3745.32
Airbus A360,Neo-53,6285.04
Airbus A360,200-70,6081.56
Airbus A360,A-61,5324.24
Embraer EMB 135 Legacy,100-49,3751.73
Embraer EMB 135 Legacy,Mk.I-19,4698.31
Embraer EMB 135 Legacy,ER-48,3652.92
Embraer EMB 135 Legacy,200-12,7574.19
Embraer Phenom 100,100-61,2016.72
Embraer Phenom 100,ER-12,4036.43
Embraer Phenom 100,Neo-28,2797.58
Embraer Phenom 100,LR-73,4600.01
de Havilland Canada DHC-8 Dash 8,B-78,2627.73
de Havilland Canada DHC-8 Dash 8,ER-37,1014.68
de Havilland Canada DHC-8 Dash 8,B-45,2170.21
de Havilland Canada DHC-8 Dash 8,ER-97,7389.36
Bombardier CRJ200,200-63,6627.01
Bombardier CRJ200,100-56,1325.54
